id,smarts,krids
905,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[C;H0;D3;+0:15](=[O;D1;H0:16])-[OH;D1;+0:17].[C:18]-[SH;D1;+0:19]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:18]-[S;H0;D2;+0:19]-[C;H0;D3;+0:13](-[C;D1;H3:12])=[O;D1;H0:14].[O;D1;H0:16]=[C;H0;D2;+0:15]=[O;H0;D1;+0:17],['58e60688649073f253bef40816a1f5126ee7707d']
906,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[SH;D1;+0:8]>>[C:7]-[S;H0;D2;+0:8]-[C;H0;D3;+0:2](-[C;D1;H3:1])=[O;D1;H0:3].[O;D1;H0:5]=[CH;D2;+0:4]-[O;D1;H1:6],['ffebf0b84aa60104fc9702dcf8197df5e5810caa']
907,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[CH2;D2;+0:8]-[C:9]-[C:10](=[O;D1;H0:11])-[O;D1;H1:12]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:11]=[C:10](-[O;D1;H1:12])-[C:9]-[CH;D2;+0:8]=[O;H0;D1;+0:3],"['f5e298cb8630c1a9e59472b767499a421f0d2305', '46a37b3d3085b0b5dca93479ecb9565e4d9c5c04']"
908,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C;D1;H3:7]-[CH;D3;+0:8](-[NH2;D1;+0:9])-[C:10]-[C:11](=[O;D1;H0:12])-[O;D1;H1:13]>>[C;D1;H3:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[C:10]-[C:11](=[O;D1;H0:12])-[O;D1;H1:13].[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],['9c413990994cd7e6b03ec8d79f61a3297cfd5d20']
909,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C;D1;H3:7]-[CH;D3;+0:8](-[NH2;D1;+0:9])-[c:10]>>[C;D1;H3:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[c:10].[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],['ba78b0e4d5071299eaabab822b381c03c8d086ca']
910,[CH3;D1;+0:1]-[C:2](=[O;D1;H0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[OH;D1;+0:10]>>[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[CH2;D2;+0:1]-[C:2](=[O;D1;H0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:10],['d46ce207b586c86cfba01d823d08bd9b689654c3']
911,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[OH;D1;+0:6].[C;D1;H3:7]-[CH;D2;+0:8]=[O;H0;D1;+0:9]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[CH;D3;+0:8](-[C;D1;H3:7])-[OH;D1;+0:9].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6],['e702bc314ce024c29221e75553208bb3e7c62ae3']
912,[C;D1;H3:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[CH3;D1;+0:4]-[C:5](=[O;D1;H0:6])-[C:7](=[O;D1;H0:8])-[O;D1;H1:9]>>[C;D1;H3:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[CH2;D2;+0:4]-[C:5](=[O;D1;H0:6])-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],['e5118055c6b0f693986e26027b764d8677c969d1']
913,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[OH;D1;+0:6].[C:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12]>>[C:7]-[C;H0;D4;+0:8](-[OH;D1;+0:9])(-[C:10](=[O;D1;H0:11])-[O;D1;H1:12])-[C;H0;D3;+0:2](-[C;D1;H3:1])=[O;D1;H0:3].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6],['a08846ba39a2781a1a016b0066f6ebc0ce3b4eac']
914,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C;D1;H3:7]-[CH2;D2;+0:8]-[C:9](=[O;D1;H0:10])-[O;D1;H1:11]>>[C;D1;H3:7]-[CH;D3;+0:8](-[C:9](=[O;D1;H0:10])-[O;D1;H1:11])-[C;H0;D4;+0:2](-[C;D1;H3:1])(-[OH;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],['6c572a28ee35ac0dbfbfb58e883613c498b711ff']
915,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[CH;D3;+0:8](-[NH2;D1;+0:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12],"['3f49d086b89a540abfa1d75b8acf508f703c91ab', 'cae92fba70348d0bce61dab3d247c3a937fa3726', '84eb6a99901aa7cefb57222dcf1a142b53ad7592', 'b3f12b69afce15bbe34895ea88565d1001e88e66', '8f60d3fac894be446a8d3fd56a781fe1286d4ca5', 'c6254eca4813e13b8405d806ec25090f0c63105f', '1fc1d277b977de6782e138115a7dcbfd2bcbcda5', '5c34071cb93875c68c9ba695efdc6c672c773015', '09a57ce92d870c041c16209086f5ea7cdf61c0c2', 'd8f6abed5500eec672b840db25162786bc7d9f21', 'b82d265738338f986d0cbd1ce338cbac38eec767']"
916,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[CH;D3;+0:8](-[NH2;D1;+0:9])-[c:10]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[c:10],['e7929d4442f27361e61e306b072c4122e0b0dae8']
917,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[CH;D3;+0:8](-[C;D1;H3:9])-[NH2;D1;+0:10]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:10])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](-[C;D1;H3:9])=[O;H0;D1;+0:3],['2538e51d80b3d337a2489d73da63728ea91965f3']
918,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[OH;D1;+0:6].[C:7]-[CH;D2;+0:8]=[CH;D2;+0:9]-[C:10]=[O;D1;H0:11]>>[C:7]-[CH;D3;+0:8](-[CH2;D2;+0:9]-[C:10]=[O;D1;H0:11])-[C;H0;D3;+0:2](-[C;D1;H3:1])=[O;D1;H0:3].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6],['93e75277183481942a59345fe394cbb4d3e863e7']
919,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[C;D1;H3:18]-[NH2;D1;+0:19]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[CH;D3;+0:13](-[NH;D2;+0:19]-[C;D1;H3:18])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:14],['cc4c489736dcf8d766771ae0636dd813ba77d8f9']
920,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[CH2;D2;+0:8]-[c:9]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:3]=[CH;D2;+0:8]-[c:9],"['cdda2af43b59121b0cf4e5a467bf738ffd63194c', '2c7ea468f4b20550c65d862913da38e0076319f1', '72c36df6351951eed23144cd95b129d08da3740d']"
921,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[OH;D1;+0:10].[O;D1;H0:11]=[C;H0;D2;+0:12]=[O;H0;D1;+0:13].[OH;D1;+0:14]-[c:15]>>[C;D1;H3:1]-[CH;D3;+0:2](-[O;H0;D2;+0:14]-[c:15])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[C;H0;D3;+0:12](=[O;D1;H0:11])-[OH;D1;+0:13].[O;H0;D1;+0:10]=[O;H0;D1;+0:3],"['6acc65db7a9c2d1b86ad2761c40b51f14c15e08c', 'a05d7d2fd837884177b9b48781654d847d7faaa8']"
922,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7].[NH3;D0;+0:8]>>[NH2;D1;+0:7]-[CH2;D2;+0:1]-[CH;D3;+0:2](-[NH2;D1;+0:8])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:3],['f6d369e65cebe22139363cab8814d5449dee8641']
923,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[NH3;D0;+0:18]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[CH;D3;+0:13](-[NH2;D1;+0:18])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:14],['8a473bbe18255e1217c48dffaa336571c8db9a19']
924,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7].[O;D1;H0:8]=[S;H0;D3;+0:9](-[O;D1;H1:10])-[OH;D1;+0:11]>>[NH2;D1;+0:7]-[CH;D3;+0:2](-[CH2;D2;+0:1]-[S;H0;D4;+0:9](=[O;D1;H0:8])(-[O;D1;H1:10])=[O;H0;D1;+0:11])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:3],['44511cc19119fa11aea0e01b267d649387de64fc']
925,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7].[c:8]:[nH;D2;+0:9]:[c:10]>>[NH2;D1;+0:7]-[CH;D3;+0:2](-[CH2;D2;+0:1]-[n;H0;D3;+0:9](:[c:8]):[c:10])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:3],['a08d9b17b875ffa60e89537f1da0c794f540b604']
926,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7].[OH;D1;+0:8]-[OH;D1;+0:9]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:8]=[O;H0;D1;+0:9].[OH2;D0;+0:3],['1803d174218d1159804da75097a75a8cdfdb3770']
927,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[NH2;D1;+0:18]-[C:19]-[C:20](=[O;D1;H0:21])-[O;D1;H1:22]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[CH;D3;+0:13](-[NH;D2;+0:18]-[C:19]-[C:20](=[O;D1;H0:21])-[O;D1;H1:22])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:14],['a89fbbf49b25d90b07645231b9fbdae17a739362']
928,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[NH;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:3],['2e378450a406dc443f2a88fe0e2607f16322067c']
929,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:7]>>[NH2;D1;+0:7]-[CH;D3;+0:2](-[CH2;D2;+0:1]-[OH;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],['934952a242a0f423b5aff4afa5d69f2fe79bbe5c']
930,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[C:18]-[NH2;D1;+0:19]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:18]-[NH;D2;+0:19]-[CH;D3;+0:13](-[C;D1;H3:12])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:14],"['e2adbe379510391d9f1cc62352cf4b98fc0d94fa', '866c6948156de98696cef68a6739218c1adb52ab']"
931,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[CH3;D1;+0:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[O;D1;H0:18]=[C;H0;D2;+0:19]=[O;H0;D1;+0:20]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[O;D1;H0:16]=[C:15](-[O;D1;H1:17])-[CH;D3;+0:13](-[OH;D1;+0:14])-[CH2;D2;+0:12]-[C;H0;D3;+0:19](=[O;D1;H0:18])-[OH;D1;+0:20],"['24082f3edcb2452a5e33392a9d51fd8264914e3c', 'df649f394e7bcf0e2fcf0eb67e4d83fe10c3473b']"
932,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[CH;D3;+0:13](-[OH;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17],"['c6cd5805f1490515656048ad2d1cd397fdb38237', '33bba368952d5218fee358a14247116286f279c8']"
933,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[N;D1;H2:7]-[C:8](=[O;D1;H0:9])-[C:10]-[CH;D3;+0:11](-[NH2;D1;+0:12])-[C:13](=[O;D1;H0:14])-[O;D1;H1:15]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:12])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[N;D1;H2:7]-[C:8](=[O;D1;H0:9])-[C:10]-[C;H0;D3;+0:11](=[O;H0;D1;+0:3])-[C:13](=[O;D1;H0:14])-[O;D1;H1:15],['6c63362a30c7fac5ea6c71dcc5e5ef1ee8ae4556']
934,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[CH;D3;+0:8](-[C:9]-[C:10](=[O;D1;H0:11])-[O;D1;H1:12])-[C:13](=[O;D1;H0:14])-[O;D1;H1:15]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:14]=[C:13](-[O;D1;H1:15])-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[C:9]-[C:10](=[O;D1;H0:11])-[O;D1;H1:12],['8aee8c52feec0d4e0e557ec52386d32b5be0c446']
935,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[CH;D3;+0:8](-[c:9])-[C:10]-[C:11](=[O;D1;H0:12])-[O;D1;H1:13]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:12]=[C:11](-[O;D1;H1:13])-[C:10]-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[c:9],['39175407bd6ec3ea330fa99d7f289662db190053']
936,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]=[C:8]-[C:9]-[OH;D1;+0:10]>>[C:7]=[C:8]-[C:9]-[O;H0;D2;+0:10]-[C;H0;D3;+0:2](=[CH2;D1;+0:1])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:3],"['d96a5546be784bf3debe977e20c3f4001527b1d1', '6e8d8fd0d424db03166ad48ea2fd6a4438efeecf', '119fdaadf9e507d7e67253d801198f1f6abaf3a5']"
937,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[CH2;D2;+0:8]-[C:9](=[O;D1;H0:10])-[O;D1;H1:11]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:10]=[C:9](-[O;D1;H1:11])-[CH;D2;+0:8]=[O;H0;D1;+0:3],['1aa77b378c531242c528265e85c820c8f38778f5']
938,[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[CH2;D2;+0:8]-[NH2;D1;+0:9]>>[C;D1;H3:1]-[CH;D3;+0:2](-[NH2;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[CH;D2;+0:8]=[O;H0;D1;+0:3],"['a1402e15bace10c983711f58d07cd9b5196faee1', 'a22cf235eeb6b72f3fd9ec630f0afa6ea6456701', '698b9094c0e719463045736c1796cbb7f7d7bb14', 'c4b23995c13f1c42d34b2f8ecde551a71913d81b', '85bd330df4e3685742cef7c138b01294b189e236', '96acc0b26a196e3eb3b4b142b43b5e41334f92fc']"
939,[#8;a:1]:[c:2]-[CH2;D2;+0:3]-[NH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10]>>[#8;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:7].[C;D1;H3:5]-[CH;D3;+0:6](-[NH2;D1;+0:4])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],['d7820c6f32f8bb33e93a17c619a24708b7e964b1']
940,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[N;D1;H2:7]-[c;H0;D3;+0:8]1:[cH;D2;+0:9]:[cH;D2;+0:10]:[c;H0;D3;+0:11](-[C:12](=[O;D1;H0:13])-[O;D1;H1:14]):[cH;D2;+0:15]:[cH;D2;+0:16]:1>>[CH2;D1;+0:1]=[C;H0;D3;+0:2](-[O;H0;D2;+0:3]-[CH;D3;+0:9]1-[CH;D2;+0:10]=[C;H0;D3;+0:11](-[C:12](=[O;D1;H0:13])-[O;D1;H1:14])-[CH;D2;+0:15]=[CH;D2;+0:16]-[CH;D3;+0:8]-1-[N;D1;H2:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6],['0f78b80cc168db0d6abffb9c8054b196570a8d7d']
941,[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[CH3;D1;+0:7]-[C:8](=[O;D1;H0:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12].[O;D1;H0:13]=[C;H0;D3;+0:14](-[O;D1;H1:15])-[OH;D1;+0:16]>>[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:16].[O;D1;H0:9]=[C:8](-[CH2;D2;+0:7]-[C;H0;D3;+0:14](=[O;D1;H0:13])-[O;D1;H1:15])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12],['710f4d65fffb33259e8a9cc0455629aafc23c574']
942,[#8:1]-[P;H0;D4;+0:2](=[O;D1;H0:3])(-[O;D1;H1:4])-[O;H0;D2;+0:5]-[#15:6]-[O;H0;D2;+0:7]-[P;H0;D4;+0:8](=[O;D1;H0:9])(-[O;D1;H1:10])-[O;D1;H1:11].[CH3;D1;+0:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:18]>>[#8:1]-[P;H0;D4;+0:2](=[O;D1;H0:3])(-[O;D1;H1:4])-[OH;D1;+0:18].[CH2;D1;+0:12]=[C;H0;D3;+0:13](-[O;H0;D2;+0:14]-[P;H0;D4;+0:8](=[O;D1;H0:9])(-[O;D1;H1:10])-[O;D1;H1:11])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH;D1;+0:7]-[#15:6]-[OH;D1;+0:5],['1231ed0e7c25948c4988ba5a6de458e00b2c0b0a']
943,[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[OH;D1;+0:6].[CH3;D1;+0:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12]>>[#15:1]-[OH;D1;+0:2].[CH2;D1;+0:7]=[C;H0;D3;+0:8](-[O;H0;D2;+0:6]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[OH;D1;+0:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12],['7ffce05902b3d94d45135ef6dc7a3aa50faa5e1c']
944,[CH3;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8]-[C:9]-[O;H0;D2;+0:10]-[P;H0;D4;+0:11](=[O;D1;H0:12])(-[O;D1;H1:13])-[OH;D1;+0:14]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2](-[O;H0;D2;+0:14]-[P;H0;D4;+0:11](=[O;D1;H0:12])(-[O;D1;H1:13])-[OH;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8]-[C:9]-[OH;D1;+0:10],['25868e46f1abd7afca13125531bfee85938328d2']
945,[CH3;D1;+0:1]-[C:2](=[O;D1;H0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]=[C:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[OH;D1;+0:11]>>[C:7]=[C:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[CH2;D2;+0:1]-[C:2](=[O;D1;H0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:11],['2df45361eb6ea06eb6767da85313c94bb1003f0a']
